"module","gene","rank"
"salmon","ACROYT_G033143",1
"salmon","ACROYT_G033146",2
"salmon","ACROYT_G033145",3
"salmon","ACROYT_G022526",4
"salmon","ACROYT_G007215",5
"salmon","ACROYT_G006300",6
"salmon","ACROYT_G000005",7
"salmon","ACROYT_G022047",8
"salmon","ACROYT_G033144",9
"salmon","ACROYT_G028154",10
"salmon","ACROYT_G037745",11
"salmon","ACROYT_G026475",12
"salmon","ACROYT_G012669",13
"salmon","ACROYT_G020629",14
"salmon","ACROYT_G036679",15
"salmon","ACROYT_G032697",16
"salmon","ACROYT_G038556",17
"salmon","ACROYT_G020692",18
"salmon","ACROYT_G009038",19
"salmon","ACROYT_G032104",20
"salmon","ACROYT_G033466",21
"salmon","ACROYT_G009603",22
"salmon","ACROYT_G013852",23
"salmon","ACROYT_G021007",24
"salmon","ACROYT_G034454",25
"salmon","ACROYT_G000553",26
"salmon","ACROYT_G038720",27
"salmon","ACROYT_G034857",28
"salmon","ACROYT_G043398",29
"salmon","ACROYT_G040824",30
"salmon","ACROYT_G010673",31
"salmon","ACROYT_G024699",32
"salmon","ACROYT_G010705",33
"salmon","ACROYT_G031792",34
"salmon","ACROYT_G042132",35
"salmon","ACROYT_G039741",36
"salmon","ACROYT_G042269",37
"salmon","ACROYT_G011857",38
"salmon","ACROYT_G032747",39
"salmon","ACROYT_G008559",40
"salmon","ACROYT_G026528",41
"salmon","ACROYT_G032529",42
"salmon","ACROYT_G044003",43
"salmon","ACROYT_G011632",44
"salmon","ACROYT_G043125",45
"salmon","ACROYT_G034029",46
"salmon","ACROYT_G022054",47
"salmon","ACROYT_G017726",48
"salmon","ACROYT_G010344",49
"salmon","ACROYT_G039254",50
"salmon","ACROYT_G024233",51
"salmon","ACROYT_G034966",52
"salmon","ACROYT_G004109",53
"salmon","ACROYT_G009150",54
"salmon","ACROYT_G040312",55
"salmon","ACROYT_G024117",56
"salmon","ACROYT_G021870",57
"salmon","ACROYT_G036395",58
"salmon","ACROYT_G031992",59
"salmon","ACROYT_G000830",60
"salmon","ACROYT_G002227",61
"salmon","ACROYT_G022053",62
"salmon","ACROYT_G018796",63
"yellow","ACROYT_G011871",1
"yellow","ACROYT_G001909",2
"yellow","ACROYT_G026803",3
"yellow","ACROYT_G019824",4
"yellow","ACROYT_G005498",5
"yellow","ACROYT_G016500",6
"yellow","ACROYT_G009087",7
"yellow","ACROYT_G037317",8
"yellow","ACROYT_G024947",9
"yellow","ACROYT_G020690",10
"yellow","ACROYT_G030730",11
"yellow","ACROYT_G013715",12
"yellow","ACROYT_G020691",13
"yellow","ACROYT_G005307",14
"yellow","ACROYT_G008979",15
"yellow","ACROYT_G026623",16
"yellow","ACROYT_G013132",17
"yellow","ACROYT_G007708",18
"yellow","ACROYT_G012516",19
"yellow","ACROYT_G041344",20
"yellow","ACROYT_G029490",21
"yellow","ACROYT_G006757",22
"yellow","ACROYT_G030732",23
"yellow","ACROYT_G025577",24
"yellow","ACROYT_G036945",25
"yellow","ACROYT_G035139",26
"yellow","ACROYT_G001680",27
"yellow","ACROYT_G011372",28
"yellow","ACROYT_G032915",29
"yellow","ACROYT_G018858",30
"yellow","ACROYT_G043362",31
"yellow","ACROYT_G043015",32
"yellow","ACROYT_G022508",33
"yellow","ACROYT_G006387",34
"yellow","ACROYT_G025257",35
"yellow","ACROYT_G039803",36
"yellow","ACROYT_G011819",37
"yellow","ACROYT_G002586",38
"yellow","ACROYT_G037326",39
"yellow","ACROYT_G028580",40
"yellow","ACROYT_G001064",41
"yellow","ACROYT_G012882",42
"yellow","ACROYT_G024930",43
"yellow","ACROYT_G039442",44
"yellow","ACROYT_G039131",45
"yellow","ACROYT_G037002",46
"yellow","ACROYT_G017487",47
"yellow","ACROYT_G008025",48
"yellow","ACROYT_G011293",49
"yellow","ACROYT_G022558",50
"yellow","ACROYT_G032053",51
"yellow","ACROYT_G025947",52
"yellow","ACROYT_G037112",53
"yellow","ACROYT_G013275",54
"yellow","ACROYT_G000485",55
"yellow","ACROYT_G000151",56
"yellow","ACROYT_G021400",57
"yellow","ACROYT_G013311",58
"yellow","ACROYT_G037218",59
"yellow","ACROYT_G000034",60
"yellow","ACROYT_G035292",61
"yellow","ACROYT_G012976",62
"yellow","ACROYT_G019542",63
"yellow","ACROYT_G020079",64
"yellow","ACROYT_G020879",65
"yellow","ACROYT_G037496",66
"yellow","ACROYT_G044703",67
"yellow","ACROYT_G029780",68
"yellow","ACROYT_G004194",69
"yellow","ACROYT_G021579",70
"yellow","ACROYT_G039473",71
"yellow","ACROYT_G020240",72
"yellow","ACROYT_G021442",73
"yellow","ACROYT_G015863",74
"yellow","ACROYT_G002019",75
"yellow","ACROYT_G031187",76
"yellow","ACROYT_G032687",77
"yellow","ACROYT_G004193",78
"yellow","ACROYT_G011532",79
"yellow","ACROYT_G021339",80
"yellow","ACROYT_G007158",81
"yellow","ACROYT_G010198",82
"yellow","ACROYT_G000484",83
"yellow","ACROYT_G031969",84
"yellow","ACROYT_G038078",85
"yellow","ACROYT_G021513",86
"yellow","ACROYT_G033195",87
"yellow","ACROYT_G031817",88
"yellow","ACROYT_G010808",89
"yellow","ACROYT_G015862",90
"yellow","ACROYT_G019606",91
"yellow","ACROYT_G003370",92
"yellow","ACROYT_G011943",93
"yellow","ACROYT_G011268",94
"yellow","ACROYT_G013514",95
"yellow","ACROYT_G026728",96
"yellow","ACROYT_G016595",97
"yellow","ACROYT_G031970",98
"yellow","ACROYT_G022656",99
"yellow","ACROYT_G018452",100
"yellow","ACROYT_G018673",101
"yellow","ACROYT_G034450",102
"yellow","ACROYT_G021491",103
"yellow","ACROYT_G036007",104
"yellow","ACROYT_G004692",105
"yellow","ACROYT_G023845",106
"yellow","ACROYT_G042982",107
"yellow","ACROYT_G021433",108
"yellow","ACROYT_G007286",109
"yellow","ACROYT_G003130",110
"yellow","ACROYT_G005687",111
"yellow","ACROYT_G024700",112
"yellow","ACROYT_G023790",113
"yellow","ACROYT_G007557",114
"yellow","ACROYT_G013090",115
"yellow","ACROYT_G036669",116
"yellow","ACROYT_G034457",117
"yellow","ACROYT_G006843",118
"yellow","ACROYT_G012952",119
"yellow","ACROYT_G041841",120
"yellow","ACROYT_G042946",121
"yellow","ACROYT_G010088",122
"yellow","ACROYT_G001500",123
"yellow","ACROYT_G020933",124
"yellow","ACROYT_G004447",125
"yellow","ACROYT_G026639",126
"yellow","ACROYT_G003854",127
"yellow","ACROYT_G036401",128
"yellow","ACROYT_G036133",129
"yellow","ACROYT_G020737",130
"yellow","ACROYT_G044715",131
"yellow","ACROYT_G039028",132
"yellow","ACROYT_G037003",133
"yellow","ACROYT_G022865",134
"yellow","ACROYT_G007956",135
"yellow","ACROYT_G031585",136
"yellow","ACROYT_G001214",137
"yellow","ACROYT_G029841",138
"yellow","ACROYT_G009830",139
"yellow","ACROYT_G020884",140
"yellow","ACROYT_G031584",141
"blue","ACROYT_G024921",1
"blue","ACROYT_G037441",2
"blue","ACROYT_G019799",3
"blue","ACROYT_G037591",4
"blue","ACROYT_G027661",5
"blue","ACROYT_G023543",6
"blue","ACROYT_G029061",7
"blue","ACROYT_G038405",8
"blue","ACROYT_G001485",9
"blue","ACROYT_G035035",10
"blue","ACROYT_G039171",11
"blue","ACROYT_G043838",12
"blue","ACROYT_G027646",13
"blue","ACROYT_G003362",14
"blue","ACROYT_G036973",15
"blue","ACROYT_G000467",16
"blue","ACROYT_G042774",17
"blue","ACROYT_G037692",18
"blue","ACROYT_G027369",19
"blue","ACROYT_G021828",20
"blue","ACROYT_G005802",21
"blue","ACROYT_G032171",22
"blue","ACROYT_G001640",23
"blue","ACROYT_G019737",24
"blue","ACROYT_G022486",25
"blue","ACROYT_G006725",26
"blue","ACROYT_G000539",27
"blue","ACROYT_G018076",28
"blue","ACROYT_G021859",29
"blue","ACROYT_G019643",30
"blue","ACROYT_G021449",31
"blue","ACROYT_G038870",32
"blue","ACROYT_G006314",33
"blue","ACROYT_G022500",34
"blue","ACROYT_G030337",35
"blue","ACROYT_G017839",36
"blue","ACROYT_G009999",37
"blue","ACROYT_G012007",38
"blue","ACROYT_G022776",39
"blue","ACROYT_G019632",40
"blue","ACROYT_G039381",41
"blue","ACROYT_G032937",42
"blue","ACROYT_G020552",43
"blue","ACROYT_G025574",44
"blue","ACROYT_G041923",45
"blue","ACROYT_G032637",46
"blue","ACROYT_G042279",47
"blue","ACROYT_G013062",48
"blue","ACROYT_G001541",49
"blue","ACROYT_G017838",50
"blue","ACROYT_G022463",51
"blue","ACROYT_G032248",52
"blue","ACROYT_G037994",53
"blue","ACROYT_G009447",54
"blue","ACROYT_G017809",55
"blue","ACROYT_G008707",56
"blue","ACROYT_G018812",57
"blue","ACROYT_G027630",58
"blue","ACROYT_G027735",59
"blue","ACROYT_G003306",60
"blue","ACROYT_G010865",61
"blue","ACROYT_G017973",62
"blue","ACROYT_G022131",63
"blue","ACROYT_G021858",64
"blue","ACROYT_G039418",65
"blue","ACROYT_G023766",66
"blue","ACROYT_G039938",67
"blue","ACROYT_G032850",68
"blue","ACROYT_G040108",69
"blue","ACROYT_G032930",70
"blue","ACROYT_G036347",71
"blue","ACROYT_G019567",72
"blue","ACROYT_G042276",73
"blue","ACROYT_G021861",74
"blue","ACROYT_G010799",75
"blue","ACROYT_G025980",76
"blue","ACROYT_G007854",77
"blue","ACROYT_G021860",78
"blue","ACROYT_G003536",79
"blue","ACROYT_G027389",80
"blue","ACROYT_G037500",81
"blue","ACROYT_G005185",82
"blue","ACROYT_G011148",83
"blue","ACROYT_G023727",84
"blue","ACROYT_G009998",85
"blue","ACROYT_G032172",86
"blue","ACROYT_G039427",87
"blue","ACROYT_G019635",88
"blue","ACROYT_G042275",89
"blue","ACROYT_G020457",90
"blue","ACROYT_G040720",91
"blue","ACROYT_G018593",92
"blue","ACROYT_G044428",93
"blue","ACROYT_G021789",94
"blue","ACROYT_G013341",95
"blue","ACROYT_G001336",96
"blue","ACROYT_G036611",97
"blue","ACROYT_G006013",98
"blue","ACROYT_G010073",99
"blue","ACROYT_G031182",100
"blue","ACROYT_G019764",101
"blue","ACROYT_G016868",102
"blue","ACROYT_G039193",103
"blue","ACROYT_G028382",104
"blue","ACROYT_G000870",105
"blue","ACROYT_G001722",106
"blue","ACROYT_G003865",107
"blue","ACROYT_G034760",108
"blue","ACROYT_G026737",109
"blue","ACROYT_G040846",110
"blue","ACROYT_G012773",111
"blue","ACROYT_G007809",112
"blue","ACROYT_G018561",113
"blue","ACROYT_G020555",114
"blue","ACROYT_G031938",115
"blue","ACROYT_G010083",116
"blue","ACROYT_G005620",117
"blue","ACROYT_G029804",118
"blue","ACROYT_G030309",119
"blue","ACROYT_G018039",120
"blue","ACROYT_G001559",121
"blue","ACROYT_G031298",122
"blue","ACROYT_G037995",123
"blue","ACROYT_G000497",124
"blue","ACROYT_G020614",125
"blue","ACROYT_G006438",126
"blue","ACROYT_G036390",127
"blue","ACROYT_G039642",128
"blue","ACROYT_G026620",129
"blue","ACROYT_G004471",130
"blue","ACROYT_G023961",131
"blue","ACROYT_G007255",132
"blue","ACROYT_G009370",133
"blue","ACROYT_G043110",134
"blue","ACROYT_G003797",135
"blue","ACROYT_G010556",136
"blue","ACROYT_G042776",137
"blue","ACROYT_G001549",138
"blue","ACROYT_G025527",139
"blue","ACROYT_G021594",140
"blue","ACROYT_G039997",141
"blue","ACROYT_G007796",142
"blue","ACROYT_G002698",143
"blue","ACROYT_G021441",144
"blue","ACROYT_G044422",145
"blue","ACROYT_G007667",146
"blue","ACROYT_G013419",147
"blue","ACROYT_G007256",148
"blue","ACROYT_G038446",149
"blue","ACROYT_G022676",150
"blue","ACROYT_G039328",151
"blue","ACROYT_G019480",152
"blue","ACROYT_G042721",153
"blue","ACROYT_G034018",154
"blue","ACROYT_G017711",155
"blue","ACROYT_G005699",156
"blue","ACROYT_G030605",157
"blue","ACROYT_G011075",158
"blue","ACROYT_G016960",159
"blue","ACROYT_G037729",160
"blue","ACROYT_G011982",161
"blue","ACROYT_G037628",162
"blue","ACROYT_G021294",163
"blue","ACROYT_G004486",164
"blue","ACROYT_G039781",165
"blue","ACROYT_G032910",166
"blue","ACROYT_G022288",167
"blue","ACROYT_G025724",168
"blue","ACROYT_G006055",169
"blue","ACROYT_G027138",170
"blue","ACROYT_G016033",171
"blue","ACROYT_G034920",172
"blue","ACROYT_G027192",173
"blue","ACROYT_G036896",174
"blue","ACROYT_G029102",175
"blue","ACROYT_G013615",176
"blue","ACROYT_G034094",177
"blue","ACROYT_G025943",178
"blue","ACROYT_G037840",179
"blue","ACROYT_G020420",180
"blue","ACROYT_G004555",181
"blue","ACROYT_G044601",182
"blue","ACROYT_G026642",183
"blue","ACROYT_G006928",184
"blue","ACROYT_G013136",185
"blue","ACROYT_G005038",186
"blue","ACROYT_G011009",187
"blue","ACROYT_G037152",188
"blue","ACROYT_G003099",189
"blue","ACROYT_G038365",190
"blue","ACROYT_G037494",191
"blue","ACROYT_G008499",192
"blue","ACROYT_G042829",193
"blue","ACROYT_G005297",194
"blue","ACROYT_G004470",195
"blue","ACROYT_G019845",196
"blue","ACROYT_G000228",197
"blue","ACROYT_G006426",198
"blue","ACROYT_G037146",199
"blue","ACROYT_G000044",200
"pink","ACROYT_G018992",1
"pink","ACROYT_G025746",2
"pink","ACROYT_G017130",3
"pink","ACROYT_G017750",4
"pink","ACROYT_G016943",5
"pink","ACROYT_G033413",6
"pink","ACROYT_G001672",7
"pink","ACROYT_G028884",8
"pink","ACROYT_G018915",9
"pink","ACROYT_G013060",10
"pink","ACROYT_G028318",11
"pink","ACROYT_G003129",12
"pink","ACROYT_G011269",13
"pink","ACROYT_G036909",14
"pink","ACROYT_G004672",15
"pink","ACROYT_G013558",16
"pink","ACROYT_G025534",17
"pink","ACROYT_G034546",18
"pink","ACROYT_G037734",19
"pink","ACROYT_G025221",20
"pink","ACROYT_G025857",21
"pink","ACROYT_G042661",22
"pink","ACROYT_G005155",23
"pink","ACROYT_G029494",24
"pink","ACROYT_G033419",25
"pink","ACROYT_G042464",26
"pink","ACROYT_G037459",27
"pink","ACROYT_G002858",28
"pink","ACROYT_G017748",29
"pink","ACROYT_G043148",30
"pink","ACROYT_G003856",31
"pink","ACROYT_G043265",32
"pink","ACROYT_G032695",33
"pink","ACROYT_G011801",34
"pink","ACROYT_G024003",35
"pink","ACROYT_G006738",36
"pink","ACROYT_G013655",37
"pink","ACROYT_G028829",38
"pink","ACROYT_G018993",39
"pink","ACROYT_G034495",40
"pink","ACROYT_G013727",41
"pink","ACROYT_G013279",42
"pink","ACROYT_G042274",43
"pink","ACROYT_G001748",44
"pink","ACROYT_G017570",45
"pink","ACROYT_G002791",46
"pink","ACROYT_G001753",47
"pink","ACROYT_G017518",48
"pink","ACROYT_G035376",49
"pink","ACROYT_G036356",50
"pink","ACROYT_G027858",51
"pink","ACROYT_G028032",52
"pink","ACROYT_G022346",53
"pink","ACROYT_G017392",54
"pink","ACROYT_G038296",55
"pink","ACROYT_G027459",56
"pink","ACROYT_G028773",57
"pink","ACROYT_G028251",58
"pink","ACROYT_G027302",59
"pink","ACROYT_G016851",60
"pink","ACROYT_G007162",61
"pink","ACROYT_G001779",62
"pink","ACROYT_G002574",63
"pink","ACROYT_G024040",64
"pink","ACROYT_G030795",65
"pink","ACROYT_G013479",66
"pink","ACROYT_G011037",67
"pink","ACROYT_G006417",68
"pink","ACROYT_G035146",69
"pink","ACROYT_G038240",70
"pink","ACROYT_G030297",71
"pink","ACROYT_G021023",72
"pink","ACROYT_G001561",73
"pink","ACROYT_G027852",74
"pink","ACROYT_G024756",75
"pink","ACROYT_G008045",76
"pink","ACROYT_G028241",77
"pink","ACROYT_G039759",78
"pink","ACROYT_G016954",79
"pink","ACROYT_G029417",80
"pink","ACROYT_G018287",81
"pink","ACROYT_G011934",82
"pink","ACROYT_G043421",83
"pink","ACROYT_G008797",84
"pink","ACROYT_G000090",85
"pink","ACROYT_G044521",86
"pink","ACROYT_G023824",87
"pink","ACROYT_G020595",88
"pink","ACROYT_G014025",89
"pink","ACROYT_G027197",90
"pink","ACROYT_G005227",91
"grey60","ACROYT_G017763",1
"grey60","ACROYT_G004607",2
"grey60","ACROYT_G029041",3
"grey60","ACROYT_G026846",4
"grey60","ACROYT_G042239",5
"grey60","ACROYT_G003713",6
"grey60","ACROYT_G039455",7
"grey60","ACROYT_G040101",8
"grey60","ACROYT_G018916",9
"grey60","ACROYT_G023454",10
"grey60","ACROYT_G023092",11
"grey60","ACROYT_G021020",12
"grey60","ACROYT_G017762",13
"grey60","ACROYT_G042118",14
"grey60","ACROYT_G007378",15
"grey60","ACROYT_G041476",16
"grey60","ACROYT_G004673",17
"grey60","ACROYT_G010735",18
"grey60","ACROYT_G028515",19
"grey60","ACROYT_G043266",20
"grey60","ACROYT_G018986",21
"grey60","ACROYT_G035231",22
"grey60","ACROYT_G023112",23
"grey60","ACROYT_G020908",24
"grey60","ACROYT_G011679",25
"grey60","ACROYT_G026841",26
"grey60","ACROYT_G012446",27
"grey60","ACROYT_G011371",28
"grey60","ACROYT_G037215",29
"grey60","ACROYT_G032861",30
"grey60","ACROYT_G005235",31
"grey60","ACROYT_G032592",32
"grey60","ACROYT_G003712",33
"grey60","ACROYT_G025515",34
"grey60","ACROYT_G043004",35
"grey60","ACROYT_G009898",36
"grey60","ACROYT_G043287",37
"grey60","ACROYT_G006844",38
"grey60","ACROYT_G023482",39
"grey60","ACROYT_G027427",40
"grey60","ACROYT_G003039",41
"grey60","ACROYT_G000101",42
"grey60","ACROYT_G017394",43
"grey60","ACROYT_G024949",44
"grey60","ACROYT_G007583",45
"grey60","ACROYT_G020875",46
"grey60","ACROYT_G033688",47
"grey60","ACROYT_G041172",48
"grey60","ACROYT_G044512",49
"grey60","ACROYT_G043412",50
"magenta","ACROYT_G017100",1
"magenta","ACROYT_G007688",2
"magenta","ACROYT_G000102",3
"magenta","ACROYT_G003560",4
"magenta","ACROYT_G026316",5
"magenta","ACROYT_G036010",6
"magenta","ACROYT_G002666",7
"magenta","ACROYT_G022337",8
"magenta","ACROYT_G024322",9
"magenta","ACROYT_G004347",10
"magenta","ACROYT_G027473",11
"magenta","ACROYT_G002654",12
"magenta","ACROYT_G039329",13
"magenta","ACROYT_G017745",14
"magenta","ACROYT_G003670",15
"magenta","ACROYT_G010727",16
"magenta","ACROYT_G013170",17
"magenta","ACROYT_G036028",18
"magenta","ACROYT_G022181",19
"magenta","ACROYT_G035709",20
"magenta","ACROYT_G017702",21
"magenta","ACROYT_G017124",22
"magenta","ACROYT_G004643",23
"magenta","ACROYT_G007910",24
"magenta","ACROYT_G030948",25
"magenta","ACROYT_G029561",26
"magenta","ACROYT_G020409",27
"magenta","ACROYT_G007687",28
"magenta","ACROYT_G003490",29
"magenta","ACROYT_G035667",30
"magenta","ACROYT_G008918",31
"magenta","ACROYT_G018882",32
"magenta","ACROYT_G013377",33
"magenta","ACROYT_G003409",34
"magenta","ACROYT_G020770",35
"magenta","ACROYT_G020697",36
"magenta","ACROYT_G025091",37
"magenta","ACROYT_G012908",38
"magenta","ACROYT_G024393",39
"magenta","ACROYT_G003334",40
"magenta","ACROYT_G030350",41
"magenta","ACROYT_G002664",42
"magenta","ACROYT_G003832",43
"magenta","ACROYT_G003852",44
"magenta","ACROYT_G017577",45
"magenta","ACROYT_G008156",46
"magenta","ACROYT_G038128",47
"magenta","ACROYT_G011207",48
"magenta","ACROYT_G038031",49
"magenta","ACROYT_G017744",50
"magenta","ACROYT_G039303",51
"magenta","ACROYT_G038272",52
"magenta","ACROYT_G006887",53
"magenta","ACROYT_G033404",54
"magenta","ACROYT_G000413",55
"magenta","ACROYT_G002836",56
"magenta","ACROYT_G024431",57
"magenta","ACROYT_G013352",58
"magenta","ACROYT_G032244",59
"magenta","ACROYT_G007944",60
"magenta","ACROYT_G026764",61
"magenta","ACROYT_G009550",62
"magenta","ACROYT_G017268",63
"magenta","ACROYT_G007566",64
"magenta","ACROYT_G040055",65
"magenta","ACROYT_G038016",66
"magenta","ACROYT_G002565",67
"magenta","ACROYT_G027090",68
"magenta","ACROYT_G031972",69
"magenta","ACROYT_G034603",70
"magenta","ACROYT_G031602",71
"magenta","ACROYT_G033679",72
"magenta","ACROYT_G030790",73
"magenta","ACROYT_G042851",74
"magenta","ACROYT_G039432",75
"magenta","ACROYT_G031947",76
"magenta","ACROYT_G033434",77
"magenta","ACROYT_G023248",78
"magenta","ACROYT_G006463",79
"magenta","ACROYT_G012095",80
"magenta","ACROYT_G017768",81
"magenta","ACROYT_G039797",82
"magenta","ACROYT_G017095",83
"magenta","ACROYT_G005683",84
"magenta","ACROYT_G044561",85
"magenta","ACROYT_G025022",86
"magenta","ACROYT_G004742",87
"midnightblue","ACROYT_G008327",1
"midnightblue","ACROYT_G033132",2
"midnightblue","ACROYT_G018729",3
"midnightblue","ACROYT_G031994",4
"midnightblue","ACROYT_G002293",5
"midnightblue","ACROYT_G028763",6
"midnightblue","ACROYT_G029733",7
"midnightblue","ACROYT_G001557",8
"midnightblue","ACROYT_G023412",9
"midnightblue","ACROYT_G040791",10
"midnightblue","ACROYT_G006587",11
"midnightblue","ACROYT_G005191",12
"midnightblue","ACROYT_G020439",13
"midnightblue","ACROYT_G042384",14
"midnightblue","ACROYT_G043194",15
"midnightblue","ACROYT_G002895",16
"midnightblue","ACROYT_G001677",17
"midnightblue","ACROYT_G027043",18
"midnightblue","ACROYT_G010527",19
"midnightblue","ACROYT_G016722",20
"midnightblue","ACROYT_G028493",21
"midnightblue","ACROYT_G039339",22
"midnightblue","ACROYT_G012096",23
"midnightblue","ACROYT_G038498",24
"midnightblue","ACROYT_G017659",25
"midnightblue","ACROYT_G007446",26
"midnightblue","ACROYT_G034893",27
"midnightblue","ACROYT_G041253",28
"midnightblue","ACROYT_G043892",29
"midnightblue","ACROYT_G008113",30
"midnightblue","ACROYT_G010807",31
"midnightblue","ACROYT_G006173",32
"midnightblue","ACROYT_G032404",33
"midnightblue","ACROYT_G041470",34
"midnightblue","ACROYT_G026274",35
"midnightblue","ACROYT_G003487",36
"midnightblue","ACROYT_G027184",37
"midnightblue","ACROYT_G023614",38
"midnightblue","ACROYT_G002099",39
"midnightblue","ACROYT_G005228",40
"midnightblue","ACROYT_G007577",41
"midnightblue","ACROYT_G011942",42
"midnightblue","ACROYT_G040309",43
"midnightblue","ACROYT_G030792",44
"midnightblue","ACROYT_G027770",45
"midnightblue","ACROYT_G022702",46
"midnightblue","ACROYT_G040310",47
"midnightblue","ACROYT_G033221",48
"midnightblue","ACROYT_G042956",49
"midnightblue","ACROYT_G006639",50
"midnightblue","ACROYT_G019457",51
"midnightblue","ACROYT_G024918",52
"midnightblue","ACROYT_G021578",53
"brown","ACROYT_G024026",1
"brown","ACROYT_G026597",2
"brown","ACROYT_G012819",3
"brown","ACROYT_G026596",4
"brown","ACROYT_G005758",5
