Israel.Standard.Time,Depth.m,Temperature.C,PAR.umol/s m^2
           2024-10-21 12:09:00,45,23.946,8
           2024-10-21 12:19:00,45,23.946,8
           2024-10-21 12:29:00,45,23.946,7.9
           2024-10-21 12:39:00,45,23.938,8.1
           2024-10-21 12:49:00,45,23.929,8.2
           2024-10-21 12:59:00,45,23.938,8.1
           2024-10-21 13:09:00,45,23.938,7.8
           2024-10-21 13:19:00,45,23.954,7.9
           2024-10-21 13:29:00,45,24.005,7.7
           2024-10-21 13:39:00,45,23.996,7.3
           2024-10-21 13:49:00,45,23.996,7
           2024-10-21 13:59:00,45,23.98,6.5
           2024-10-21 14:09:00,45,23.963,6.1
           2024-10-21 14:19:00,45,23.963,5.8
           2024-10-21 14:29:00,45,23.988,6.1
           2024-10-21 14:39:00,45,24.021,5.7
           2024-10-21 14:49:00,45,23.996,5.1
           2024-10-21 14:59:00,45,23.988,4.9
           2024-10-21 15:09:00,45,23.971,4.2
           2024-10-21 15:19:00,45,23.904,3.7
           2024-10-21 15:29:00,45,23.921,3.5
           2024-10-21 15:39:00,45,23.913,3
           2024-10-21 15:49:00,45,23.829,2.7
           2024-10-21 15:59:00,45,23.729,2.6
           2024-10-21 16:09:00,45,23.604,2.3
           2024-10-21 16:19:00,45,23.387,2.3
           2024-10-21 16:29:00,45,23.353,2.2
           2024-10-21 16:39:00,45,23.312,1.9
           2024-10-21 16:49:00,45,23.286,1.5
           2024-10-21 16:59:00,45,23.236,1.3
           2024-10-21 17:09:00,45,23.019,0.9
           2024-10-21 17:19:00,45,23.069,0.9
           2024-10-21 17:29:00,45,23.044,0.6
           2024-10-21 17:39:00,45,22.994,0.5
           2024-10-21 17:49:00,45,23.094,0.3
           2024-10-21 17:59:00,45,22.977,0.1
           2024-10-21 18:09:00,45,23.094,0.1
           2024-10-21 18:19:00,45,23.027,0
           2024-10-21 18:29:00,45,23.195,-0.1
           2024-10-21 18:39:00,45,23.27,0
           2024-10-21 18:49:00,45,23.537,-0.1
           2024-10-21 18:59:00,45,23.512,-0.1
           2024-10-21 19:09:00,45,23.445,0
           2024-10-21 19:19:00,45,23.47,0
           2024-10-21 19:29:00,45,23.345,0
           2024-10-21 19:39:00,45,23.328,0
           2024-10-21 19:49:00,45,23.353,-0.1
           2024-10-21 19:59:00,45,23.195,0
           2024-10-21 20:09:00,45,23.312,-0.1
           2024-10-21 20:19:00,45,23.378,0.1
           2024-10-21 20:29:00,45,23.328,0.1
           2024-10-21 20:39:00,45,23.395,0
           2024-10-21 20:49:00,45,23.454,0
           2024-10-21 20:59:00,45,23.403,0.1
           2024-10-21 21:09:00,45,23.387,-0.2
           2024-10-21 21:19:00,45,23.37,0
           2024-10-21 21:29:00,45,23.32,0
           2024-10-21 21:39:00,45,23.286,-0.1
           2024-10-21 21:49:00,45,23.211,0
           2024-10-21 21:59:00,45,23.228,-0.1
           2024-10-21 22:09:00,45,23.078,0
           2024-10-21 22:19:00,45,23.019,-0.1
           2024-10-21 22:29:00,45,22.827,0
           2024-10-21 22:39:00,45,23.094,-0.1
           2024-10-21 22:49:00,45,22.961,0
           2024-10-21 22:59:00,45,22.852,0
           2024-10-21 23:09:00,45,22.626,-0.1
           2024-10-21 23:19:00,45,22.4,0
           2024-10-21 23:29:00,45,22.3,-0.2
           2024-10-21 23:39:00,45,22.182,0
           2024-10-21 23:49:00,45,22.065,-0.1
           2024-10-21 23:59:00,45,21.973,-0.1
           2024-10-22 00:09:00,45,21.99,-0.1
           2024-10-22 00:19:00,45,21.94,0.1
           2024-10-22 00:29:00,45,21.948,0.1
           2024-10-22 00:39:00,45,21.839,0
           2024-10-22 00:49:00,45,21.781,0
           2024-10-22 00:59:00,45,21.814,0
           2024-10-22 01:09:00,45,21.814,0
           2024-10-22 01:19:00,45,21.848,0
           2024-10-22 01:29:00,45,21.881,0
           2024-10-22 01:39:00,45,21.873,-0.1
           2024-10-22 01:49:00,45,21.839,0
           2024-10-22 01:59:00,45,21.898,0.1
           2024-10-22 02:09:00,45,22.132,0
           2024-10-22 02:19:00,45,22.157,0
           2024-10-22 02:29:00,45,22.182,0
           2024-10-22 02:39:00,45,22.216,0
           2024-10-22 02:49:00,45,22.35,0
           2024-10-22 02:59:00,45,22.35,0
           2024-10-22 03:09:00,45,22.333,0
           2024-10-22 03:19:00,45,22.316,-0.1
           2024-10-22 03:29:00,45,22.291,0
           2024-10-22 03:39:00,45,22.35,0
           2024-10-22 03:49:00,45,22.517,0.1
           2024-10-22 03:59:00,45,22.668,0
           2024-10-22 04:09:00,45,22.526,-0.1
           2024-10-22 04:19:00,45,22.308,0
           2024-10-22 04:29:00,45,22.3,0
           2024-10-22 04:39:00,45,22.275,0
           2024-10-22 04:49:00,45,22.3,0
           2024-10-22 04:59:00,45,22.333,-0.1
           2024-10-22 05:09:00,45,22.35,0
           2024-10-22 05:19:00,45,22.266,0
           2024-10-22 05:29:00,45,22.308,-0.1
           2024-10-22 05:39:00,45,22.35,0
           2024-10-22 05:49:00,45,22.35,-0.1
           2024-10-22 05:59:00,45,22.584,0
           2024-10-22 06:09:00,45,22.693,0
           2024-10-22 06:19:00,45,22.751,0
           2024-10-22 06:29:00,45,22.693,-0.1
           2024-10-22 06:39:00,45,22.726,0
           2024-10-22 06:49:00,45,22.701,0
           2024-10-22 06:59:00,45,22.668,-0.1
           2024-10-22 07:09:00,45,22.659,0.2
           2024-10-22 07:19:00,45,22.659,0.3
           2024-10-22 07:29:00,45,22.693,0.5
           2024-10-22 07:39:00,45,22.793,0.7
           2024-10-22 07:49:00,45,22.86,0.9
           2024-10-22 07:59:00,45,22.877,1.2
           2024-10-22 08:09:00,45,22.852,1.6
           2024-10-22 08:19:00,45,22.885,2
           2024-10-22 08:29:00,45,22.885,2.4
           2024-10-22 08:39:00,45,22.91,2.6
           2024-10-22 08:49:00,45,22.91,2.8
           2024-10-22 08:59:00,45,22.894,2.9
           2024-10-22 09:09:00,45,22.91,3.3
           2024-10-22 09:19:00,45,22.927,3.5
           2024-10-22 09:29:00,45,22.919,3.7
           2024-10-22 09:39:00,45,22.91,3.9
           2024-10-22 09:49:00,45,22.818,4.3
           2024-10-22 09:59:00,45,22.601,4.4
           2024-10-22 10:09:00,45,22.45,4.5
           2024-10-22 10:19:00,45,22.501,5.2
           2024-10-22 10:29:00,45,22.634,5.6
           2024-10-22 10:39:00,45,22.701,4.8
           2024-10-22 10:49:00,45,22.685,5.8
           2024-10-22 10:59:00,45,22.492,5.8
           2024-10-22 11:09:00,45,22.609,5.9
           2024-10-22 11:19:00,45,22.501,6.4
           2024-10-22 11:29:00,45,22.626,6.4
           2024-10-22 11:39:00,45,22.718,6.8
           2024-10-22 11:49:00,45,22.668,6.6
           2024-10-22 11:59:00,45,22.668,6.5
           2024-10-22 12:09:00,45,22.668,7
           2024-10-22 12:19:00,45,22.316,6.9
           2024-10-22 12:29:00,45,22.467,7.1
           2024-10-22 12:39:00,45,22.434,7
           2024-10-22 12:49:00,45,22.275,7.1
           2024-10-22 12:59:00,45,21.965,6.7
           2024-10-22 13:09:00,45,21.73,6.6
           2024-10-22 13:19:00,45,21.63,6.4
           2024-10-22 13:29:00,45,21.63,6
           2024-10-22 13:39:00,45,21.546,5.2
           2024-10-22 13:49:00,45,21.512,6.4
           2024-10-22 13:59:00,45,21.579,6
           2024-10-22 14:09:00,45,21.63,5.6
           2024-10-22 14:19:00,45,21.898,4.4
           2024-10-22 14:29:00,45,22.015,4.7
           2024-10-22 14:39:00,45,22.241,4.8
           2024-10-22 14:49:00,45,22.275,4.5
           2024-10-22 14:59:00,45,22.375,4
           2024-10-22 15:09:00,45,22.434,4.1
           2024-10-22 15:19:00,45,22.517,3.1
           2024-10-22 15:29:00,45,22.534,3.1
           2024-10-22 15:39:00,45,22.593,2.7
           2024-10-22 15:49:00,45,22.651,2.7
           2024-10-22 15:59:00,45,22.618,2.4
           2024-10-22 16:09:00,45,22.425,2.3
           2024-10-22 16:19:00,45,22.316,1.9
           2024-10-22 16:29:00,45,22.484,1.3
           2024-10-22 16:39:00,45,22.459,1.5
           2024-10-22 16:49:00,45,22.434,1.2
           2024-10-22 16:59:00,45,22.417,1.3
           2024-10-22 17:09:00,45,22.459,1.1
           2024-10-22 17:19:00,45,22.342,0.8
           2024-10-22 17:29:00,45,22.325,0.5
           2024-10-22 17:39:00,45,22.249,0.5
           2024-10-22 17:49:00,45,22.216,0.3
           2024-10-22 17:59:00,45,22.258,0.1
           2024-10-22 18:09:00,45,22.166,0.1
           2024-10-22 18:19:00,45,22.124,0
           2024-10-22 18:29:00,45,22.107,0
           2024-10-22 18:39:00,45,22.09,-0.1
           2024-10-22 18:49:00,45,21.973,0.1
           2024-10-22 18:59:00,45,21.956,0
           2024-10-22 19:09:00,45,21.848,-0.1
           2024-10-22 19:19:00,45,21.655,0
           2024-10-22 19:29:00,45,21.646,0
           2024-10-22 19:39:00,45,21.579,0
           2024-10-22 19:49:00,45,21.496,-0.1
           2024-10-22 19:59:00,45,21.454,-0.1
           2024-10-22 20:09:00,45,21.42,0
           2024-10-22 20:19:00,45,21.42,-0.1
           2024-10-22 20:29:00,45,21.47,0
           2024-10-22 20:39:00,45,21.496,0
           2024-10-22 20:49:00,45,21.512,-0.1
           2024-10-22 20:59:00,45,21.504,0
           2024-10-22 21:09:00,45,21.462,-0.1
           2024-10-22 21:19:00,45,21.454,-0.1
           2024-10-22 21:29:00,45,21.412,0
           2024-10-22 21:39:00,45,21.378,0
           2024-10-22 21:49:00,45,21.345,0
           2024-10-22 21:59:00,45,21.303,-0.1
           2024-10-22 22:09:00,45,21.345,-0.1
           2024-10-22 22:19:00,45,21.32,0
           2024-10-22 22:29:00,45,21.286,0
           2024-10-22 22:39:00,45,21.244,-0.1
           2024-10-22 22:49:00,45,21.211,0
           2024-10-22 22:59:00,45,21.135,-0.2
           2024-10-22 23:09:00,45,21.051,-0.1
           2024-10-22 23:19:00,45,21.009,0
           2024-10-22 23:29:00,45,21.018,0
           2024-10-22 23:39:00,45,20.993,0
           2024-10-22 23:49:00,45,21.001,-0.1
           2024-10-22 23:59:00,45,21.001,0
           2024-10-23 00:09:00,45,20.984,0.1
           2024-10-23 00:19:00,45,21.001,0.1
           2024-10-23 00:29:00,45,20.976,0
           2024-10-23 00:39:00,45,20.942,0
           2024-10-23 00:49:00,45,20.909,-0.1
           2024-10-23 00:59:00,45,20.883,0
           2024-10-23 01:09:00,45,20.85,-0.1
           2024-10-23 01:19:00,45,20.825,0
           2024-10-23 01:29:00,45,20.808,0.1
           2024-10-23 01:39:00,45,20.833,0
           2024-10-23 01:49:00,45,20.842,-0.1
           2024-10-23 01:59:00,45,20.842,0.1
           2024-10-23 02:09:00,45,20.842,0
           2024-10-23 02:19:00,45,20.825,0
           2024-10-23 02:29:00,45,20.816,0
           2024-10-23 02:39:00,45,20.8,0
           2024-10-23 02:49:00,45,20.8,-0.1
           2024-10-23 02:59:00,45,20.783,-0.1
           2024-10-23 03:09:00,45,20.774,0.1
           2024-10-23 03:19:00,45,20.766,0
           2024-10-23 03:29:00,45,20.758,0
           2024-10-23 03:39:00,45,20.732,0
           2024-10-23 03:49:00,45,20.741,0
           2024-10-23 03:59:00,45,20.724,-0.2
           2024-10-23 04:09:00,45,20.724,0
           2024-10-23 04:19:00,45,20.707,-0.1
           2024-10-23 04:29:00,45,20.699,-0.1
           2024-10-23 04:39:00,45,20.69,0
           2024-10-23 04:49:00,45,20.682,0.1
           2024-10-23 04:59:00,45,20.648,0
           2024-10-23 05:09:00,45,20.648,0
           2024-10-23 05:19:00,45,20.657,0
           2024-10-23 05:29:00,45,20.64,-0.1
           2024-10-23 05:39:00,45,20.64,0
           2024-10-23 05:49:00,45,20.64,0.1
           2024-10-23 05:59:00,45,20.648,0
           2024-10-23 06:09:00,45,20.64,0
           2024-10-23 06:19:00,45,20.632,0
           2024-10-23 06:29:00,45,20.64,0
           2024-10-23 06:39:00,45,20.64,0
           2024-10-23 06:49:00,45,20.648,0
           2024-10-23 06:59:00,45,20.648,0
           2024-10-23 07:09:00,45,20.674,0.1
           2024-10-23 07:19:00,45,20.682,0.3
           2024-10-23 07:29:00,45,20.699,0.4
           2024-10-23 07:39:00,45,20.716,0.5
           2024-10-23 07:49:00,45,20.774,0.8
           2024-10-23 07:59:00,45,20.833,1
           2024-10-23 08:09:00,45,20.909,1.2
           2024-10-23 08:19:00,45,21.018,1.7
           2024-10-23 08:29:00,45,21.093,1.8
           2024-10-23 08:39:00,45,21.144,2.2
           2024-10-23 08:49:00,45,21.185,2.3
           2024-10-23 08:59:00,45,21.034,1.9
           2024-10-23 09:09:00,45,20.951,1.7
           2024-10-23 09:19:00,45,20.883,2.3
           2024-10-23 09:29:00,45,20.8,2.6
           2024-10-23 09:39:00,45,20.791,2.7
           2024-10-23 09:49:00,45,20.766,2.9
           2024-10-23 09:59:00,45,20.766,3.4
           2024-10-23 10:09:00,45,20.791,3.7
           2024-10-23 10:19:00,45,20.808,4
           2024-10-23 10:29:00,45,20.825,4.4
           2024-10-23 10:39:00,45,20.833,4.4
           2024-10-23 10:49:00,45,20.85,4.5
           2024-10-23 10:59:00,45,20.858,4.2
           2024-10-23 11:09:00,45,20.858,4.7
           2024-10-23 11:19:00,45,20.867,4.6
           2024-10-23 11:29:00,45,20.867,4.6
           2024-10-23 11:39:00,45,20.858,4.6
           2024-10-23 11:49:00,45,20.833,4.6
           2024-10-23 11:59:00,45,20.858,4.3
           2024-10-23 12:09:00,45,20.867,4.4
           2024-10-23 12:19:00,45,20.883,4.1
           2024-10-23 12:29:00,45,20.883,4.2
           2024-10-23 12:39:00,45,20.9,4.2
           2024-10-23 12:49:00,45,20.993,4.3
           2024-10-23 12:59:00,45,21.06,4.4
           2024-10-23 13:09:00,45,21.144,4.5
           2024-10-23 13:19:00,45,21.169,4.5
           2024-10-23 13:29:00,45,21.177,4.6
           2024-10-23 13:39:00,45,21.185,4.5
           2024-10-23 13:49:00,45,21.169,4.6
           2024-10-23 13:59:00,45,21.135,4.8
           2024-10-23 14:09:00,45,21.127,4.9
           2024-10-23 14:19:00,45,21.118,5
           2024-10-23 14:29:00,45,21.127,4.8
           2024-10-23 14:39:00,45,21.144,4.7
           2024-10-23 14:49:00,45,21.152,4.8
           2024-10-23 14:59:00,45,21.135,4.2
           2024-10-23 15:09:00,45,21.144,4.2
           2024-10-23 15:19:00,45,21.118,4.2
           2024-10-23 15:29:00,45,21.127,3.7
           2024-10-23 15:39:00,45,21.102,3.6
           2024-10-23 15:49:00,45,21.102,3.1
           2024-10-23 15:59:00,45,21.102,2.8
           2024-10-23 16:09:00,45,21.11,2.7
           2024-10-23 16:19:00,45,21.118,2.4
           2024-10-23 16:29:00,45,21.118,2
           2024-10-23 16:39:00,45,21.11,1.8
           2024-10-23 16:49:00,45,21.118,1.7
           2024-10-23 16:59:00,45,21.118,1.3
           2024-10-23 17:09:00,45,21.11,1.3
           2024-10-23 17:19:00,45,21.286,1
           2024-10-23 17:29:00,45,21.328,0.9
           2024-10-23 17:39:00,45,21.538,0.6
           2024-10-23 17:49:00,45,21.571,0.5
           2024-10-23 17:59:00,45,21.856,0.2
           2024-10-23 18:09:00,45,21.99,0
           2024-10-23 18:19:00,45,22.241,0
           2024-10-23 18:29:00,45,22.35,-0.1
           2024-10-23 18:39:00,45,22.333,0
           2024-10-23 18:49:00,45,22.45,0
           2024-10-23 18:59:00,45,22.425,-0.1
           2024-10-23 19:09:00,45,22.442,-0.1
           2024-10-23 19:19:00,45,22.383,0
           2024-10-23 19:29:00,45,22.383,0
           2024-10-23 19:39:00,45,22.383,-0.1
           2024-10-23 19:49:00,45,22.434,0
           2024-10-23 19:59:00,45,22.459,-0.1
           2024-10-23 20:09:00,45,22.358,0
           2024-10-23 20:19:00,45,22.199,0
           2024-10-23 20:29:00,45,22.157,0
           2024-10-23 20:39:00,45,22.149,0.1
           2024-10-23 20:49:00,45,22.09,0
           2024-10-23 20:59:00,45,22.082,0.1
           2024-10-23 21:09:00,45,22.007,0.1
           2024-10-23 21:19:00,45,21.889,0
           2024-10-23 21:29:00,45,21.755,0
           2024-10-23 21:39:00,45,21.713,0
           2024-10-23 21:49:00,45,21.663,0
           2024-10-23 21:59:00,45,21.605,0
           2024-10-23 22:09:00,45,21.563,0
           2024-10-23 22:19:00,45,21.521,0
           2024-10-23 22:29:00,45,21.504,0
           2024-10-23 22:39:00,45,21.521,0.1
           2024-10-23 22:49:00,45,21.479,0
           2024-10-23 22:59:00,45,21.387,0
           2024-10-23 23:09:00,45,21.336,0
           2024-10-23 23:19:00,45,21.286,0
           2024-10-23 23:29:00,45,21.236,-0.1
           2024-10-23 23:39:00,45,21.185,0
           2024-10-23 23:49:00,45,21.16,0
           2024-10-23 23:59:00,45,21.127,0
           2024-10-24 00:09:00,45,21.11,0.1
           2024-10-24 00:19:00,45,21.118,0
           2024-10-24 00:29:00,45,21.118,0.1
           2024-10-24 00:39:00,45,21.118,-0.1
           2024-10-24 00:49:00,45,21.11,-0.1
           2024-10-24 00:59:00,45,21.076,0.1
           2024-10-24 01:09:00,45,21.051,-0.1
           2024-10-24 01:19:00,45,21.001,0
           2024-10-24 01:29:00,45,20.934,-0.1
           2024-10-24 01:39:00,45,20.883,0
           2024-10-24 01:49:00,45,20.858,0.1
           2024-10-24 01:59:00,45,20.816,-0.1
           2024-10-24 02:09:00,45,20.783,0
           2024-10-24 02:19:00,45,20.766,0
           2024-10-24 02:29:00,45,20.724,0
           2024-10-24 02:39:00,45,20.716,0
           2024-10-24 02:49:00,45,20.69,0.1
           2024-10-24 02:59:00,45,20.665,0
           2024-10-24 03:09:00,45,20.64,0
           2024-10-24 03:19:00,45,20.632,0
           2024-10-24 03:29:00,45,20.598,-0.1
           2024-10-24 03:39:00,45,20.59,0
           2024-10-24 03:49:00,45,20.573,-0.1
           2024-10-24 03:59:00,45,20.556,0
           2024-10-24 04:09:00,45,20.548,-0.1
           2024-10-24 04:19:00,45,20.565,-0.1
           2024-10-24 04:29:00,45,20.573,-0.1
           2024-10-24 04:39:00,45,20.565,0
           2024-10-24 04:49:00,45,20.548,0
           2024-10-24 04:59:00,45,20.531,0
           2024-10-24 05:09:00,45,20.523,0
           2024-10-24 05:19:00,45,20.506,0.2
           2024-10-24 05:29:00,45,20.489,-0.1
           2024-10-24 05:39:00,45,20.489,0
           2024-10-24 05:49:00,45,20.497,-0.1
           2024-10-24 05:59:00,45,20.489,0
           2024-10-24 06:09:00,45,20.514,0
           2024-10-24 06:19:00,45,20.514,0.1
           2024-10-24 06:29:00,45,20.531,-0.1
           2024-10-24 06:39:00,45,20.598,-0.1
           2024-10-24 06:49:00,45,20.774,0.1
           2024-10-24 06:59:00,45,20.825,-0.1
           2024-10-24 07:09:00,45,20.875,0.1
           2024-10-24 07:19:00,45,20.976,0.5
           2024-10-24 07:29:00,45,20.959,0.6
           2024-10-24 07:39:00,45,21.026,1.1
           2024-10-24 07:49:00,45,21.085,1.4
           2024-10-24 07:59:00,45,21.135,1.8
           2024-10-24 08:09:00,45,21.102,2.2
           2024-10-24 08:19:00,45,21.177,2.7
           2024-10-24 08:29:00,45,21.16,3.2
           2024-10-24 08:39:00,45,21.194,3.7
           2024-10-24 08:49:00,45,21.219,4.3
           2024-10-24 08:59:00,45,21.261,4.7
           2024-10-24 09:09:00,45,21.286,5.2
           2024-10-24 09:19:00,45,21.32,5.8
           2024-10-24 09:29:00,45,21.328,5.9
           2024-10-24 09:39:00,45,21.345,6.5
           2024-10-24 09:49:00,45,21.336,6.6
           2024-10-24 09:59:00,45,21.328,6.9
           2024-10-24 10:09:00,45,21.311,6.8
           2024-10-24 10:19:00,45,21.294,6.8
           2024-10-24 10:29:00,45,21.253,6.8
           2024-10-24 10:39:00,45,21.236,7.2
           2024-10-24 10:49:00,45,21.211,7.6
           2024-10-24 10:59:00,45,21.194,7.5
           2024-10-24 11:09:00,45,21.169,7.9
           2024-10-24 11:19:00,45,21.152,7.8
           2024-10-24 11:29:00,45,21.135,7.9
           2024-10-24 11:39:00,45,21.144,8.1
           2024-10-24 11:49:00,45,21.152,8.3
           2024-10-24 11:59:00,45,21.194,8.4
           2024-10-24 12:09:00,45,21.244,8.6
           2024-10-24 12:19:00,45,21.328,8.6
           2024-10-24 12:29:00,45,21.362,8.8
           2024-10-24 12:39:00,45,21.437,8.7
           2024-10-24 12:49:00,45,21.462,9
           2024-10-24 12:59:00,45,21.47,8.8
           2024-10-24 13:09:00,45,21.496,8.9
           2024-10-24 13:19:00,45,21.521,8.9
           2024-10-24 13:29:00,45,21.579,8.9
           2024-10-24 13:39:00,45,21.596,9.3
           2024-10-24 13:49:00,45,21.646,9.1
           2024-10-24 13:59:00,45,21.655,9.5
           2024-10-24 14:09:00,45,21.638,9.5
           2024-10-24 14:19:00,45,21.571,9.7
           2024-10-24 14:29:00,45,21.512,9.9
           2024-10-24 14:39:00,45,21.487,9.5
           2024-10-24 14:49:00,45,21.462,9.1
           2024-10-24 14:59:00,45,21.479,8.5
           2024-10-24 15:09:00,45,21.496,8.4
           2024-10-24 15:19:00,45,21.437,7.9
           2024-10-24 15:29:00,45,21.387,7.4
           2024-10-24 15:39:00,45,21.37,6.8
           2024-10-24 15:49:00,45,21.353,6.3
           2024-10-24 15:59:00,45,21.353,5.6
           2024-10-24 16:09:00,45,21.294,5.2
           2024-10-24 16:19:00,45,21.177,4.5
           2024-10-24 16:29:00,45,21.227,4.2
           2024-10-24 16:39:00,45,21.261,3.8
           2024-10-24 16:49:00,45,21.169,3.2
           2024-10-24 16:59:00,45,21.102,2.6
           2024-10-24 17:09:00,45,21.144,2.3
           2024-10-24 17:19:00,45,21.127,1.7
           2024-10-24 17:29:00,45,21.043,1.4
           2024-10-24 17:39:00,45,20.959,1
           2024-10-24 17:49:00,45,20.942,0.6
           2024-10-24 17:59:00,45,20.925,0.3
           2024-10-24 18:09:00,45,20.909,0.2
           2024-10-24 18:19:00,45,20.951,0
           2024-10-24 18:29:00,45,20.951,-0.1
           2024-10-24 18:39:00,45,20.976,0
           2024-10-24 18:49:00,45,20.976,-0.1
           2024-10-24 18:59:00,45,20.959,0
           2024-10-24 19:09:00,45,20.967,-0.1
           2024-10-24 19:19:00,45,20.984,0.1
           2024-10-24 19:29:00,45,20.984,0
           2024-10-24 19:39:00,45,20.976,0
           2024-10-24 19:49:00,45,20.993,0
           2024-10-24 19:59:00,45,21.026,-0.1
           2024-10-24 20:09:00,45,21.043,0
           2024-10-24 20:19:00,45,21.076,0
           2024-10-24 20:29:00,45,21.068,0
           2024-10-24 20:39:00,45,21.085,0
           2024-10-24 20:49:00,45,21.085,0
           2024-10-24 20:59:00,45,21.093,-0.1
           2024-10-24 21:09:00,45,21.085,0
           2024-10-24 21:19:00,45,21.093,-0.1
           2024-10-24 21:29:00,45,21.11,-0.1
           2024-10-24 21:39:00,45,21.127,0
           2024-10-24 21:49:00,45,21.11,0
           2024-10-24 21:59:00,45,21.127,0.1
           2024-10-24 22:09:00,45,21.11,-0.1
           2024-10-24 22:19:00,45,21.085,0.1
           2024-10-24 22:29:00,45,21.102,-0.1
           2024-10-24 22:39:00,45,21.068,0
           2024-10-24 22:49:00,45,21.085,0
           2024-10-24 22:59:00,45,21.11,-0.1
           2024-10-24 23:09:00,45,21.11,0
           2024-10-24 23:19:00,45,21.093,0
           2024-10-24 23:29:00,45,21.085,0
           2024-10-24 23:39:00,45,21.076,0
           2024-10-24 23:49:00,45,21.043,0
           2024-10-24 23:59:00,45,20.925,0
           2024-10-25 00:09:00,45,20.816,-0.1
           2024-10-25 00:19:00,45,20.758,0.1
           2024-10-25 00:29:00,45,20.514,0
           2024-10-25 00:39:00,45,20.38,0
           2024-10-25 00:49:00,45,20.313,0
           2024-10-25 00:59:00,45,20.296,0.1
           2024-10-25 01:09:00,45,20.279,-0.1
           2024-10-25 01:19:00,45,20.262,0
           2024-10-25 01:29:00,45,20.254,0
           2024-10-25 01:39:00,45,20.254,-0.1
           2024-10-25 01:49:00,45,20.245,0
           2024-10-25 01:59:00,45,20.245,0
           2024-10-25 02:09:00,45,20.271,0
           2024-10-25 02:19:00,45,20.245,0
           2024-10-25 02:29:00,45,20.212,0
           2024-10-25 02:39:00,45,20.178,0
           2024-10-25 02:49:00,45,20.161,0
           2024-10-25 02:59:00,45,20.136,-0.1
           2024-10-25 03:09:00,45,20.119,0
           2024-10-25 03:19:00,45,20.111,-0.1
           2024-10-25 03:29:00,45,20.086,0
           2024-10-25 03:39:00,45,20.069,-0.1
           2024-10-25 03:49:00,45,20.052,0
           2024-10-25 03:59:00,45,20.044,0.1
           2024-10-25 04:09:00,45,20.035,0
           2024-10-25 04:19:00,45,20.044,-0.1
           2024-10-25 04:29:00,45,20.052,0
           2024-10-25 04:39:00,45,20.052,0
           2024-10-25 04:49:00,45,20.052,0
           2024-10-25 04:59:00,45,20.044,0
           2024-10-25 05:09:00,45,20.027,0.1
           2024-10-25 05:19:00,45,20.035,0
           2024-10-25 05:29:00,45,20.027,0
           2024-10-25 05:39:00,45,20.035,0
           2024-10-25 05:49:00,45,20.027,0
           2024-10-25 05:59:00,45,20.019,0
           2024-10-25 06:09:00,45,20.01,0
           2024-10-25 06:19:00,45,20.019,-0.1
           2024-10-25 06:29:00,45,20.002,0.1
           2024-10-25 06:39:00,45,19.985,0
           2024-10-25 06:49:00,45,19.985,0
           2024-10-25 06:59:00,45,19.951,0
           2024-10-25 07:09:00,45,19.909,0.2
           2024-10-25 07:19:00,45,19.909,0.5
           2024-10-25 07:29:00,45,19.918,0.8
           2024-10-25 07:39:00,45,19.926,0.9
           2024-10-25 07:49:00,45,19.918,1.2
           2024-10-25 07:59:00,45,19.909,1.5
           2024-10-25 08:09:00,45,19.909,2
           2024-10-25 08:19:00,45,19.901,2.2
           2024-10-25 08:29:00,45,19.901,2.8
           2024-10-25 08:39:00,45,19.901,3.3
           2024-10-25 08:49:00,45,19.918,3.5
           2024-10-25 08:59:00,45,19.901,4.1
           2024-10-25 09:09:00,45,19.918,4.5
           2024-10-25 09:19:00,45,19.918,5.2
           2024-10-25 09:29:00,45,19.96,4.9
           2024-10-25 09:39:00,45,19.977,5.8
           2024-10-25 09:49:00,45,19.985,5.8
           2024-10-25 09:59:00,45,20.027,4.6
           2024-10-25 10:09:00,45,20.061,3.2
           2024-10-25 10:19:00,45,20.195,4.1
           2024-10-25 10:29:00,45,20.203,5.2
           2024-10-25 10:39:00,45,20.103,4.8
           2024-10-25 10:49:00,45,20.077,5.2
           2024-10-25 10:59:00,45,20.061,5.3
           2024-10-25 11:09:00,45,20.035,5.7
           2024-10-25 11:19:00,45,20.035,5.7
           2024-10-25 11:29:00,45,20.019,6
           2024-10-25 11:39:00,45,20.01,5.9
           2024-10-25 11:49:00,45,20.002,6.1
           2024-10-25 11:59:00,45,19.993,6.3
           2024-10-25 12:09:00,45,19.993,6.4
           2024-10-25 12:19:00,45,20.002,6.5
           2024-10-25 12:29:00,45,20.002,6.5
           2024-10-25 12:39:00,45,20.002,6.5
           2024-10-25 12:49:00,45,19.993,6.4
           2024-10-25 12:59:00,45,20.002,6.4
           2024-10-25 13:09:00,45,19.993,6.4
           2024-10-25 13:19:00,45,20.002,6.4
           2024-10-25 13:29:00,45,20.019,6.5
           2024-10-25 13:39:00,45,20.027,6.3
           2024-10-25 13:49:00,45,20.019,6.4
           2024-10-25 13:59:00,45,20.052,5.9
           2024-10-25 14:09:00,45,20.103,5.8
           2024-10-25 14:19:00,45,20.128,5.9
           2024-10-25 14:29:00,45,20.136,5.8
           2024-10-25 14:39:00,45,20.212,6
           2024-10-25 14:49:00,45,20.254,6
           2024-10-25 14:59:00,45,20.262,5.7
           2024-10-25 15:09:00,45,20.313,4.9
